codMunRes6,codMunRes,ano,populacao
120043,1200435,2017,6231
120043,1200435,2018,6362
120045,1200450,2003,21174
120045,1200450,2004,19343
120045,1200450,2005,21515
120045,1200450,2006,21111
120045,1200450,2007,19697
120045,1200450,2008,19516
120045,1200450,2009,19697
120045,1200450,2010,21179
120045,1200450,2011,21386
120045,1200450,2012,21588
120045,1200450,2013,21790
120045,1200450,2014,21992
120045,1200450,2015,21182
120045,1200450,2016,21369
120045,1200450,2017,21552
120045,1200450,2018,22811
120050,1200500,2003,31129
120050,1200500,2004,31531
120050,1200500,2005,32989
120050,1200500,2006,33614
120050,1200500,2007,36166
120050,1200500,2008,35544
120050,1200500,2009,36166
120050,1200500,2010,38129
120050,1200500,2011,38718
120050,1200500,2012,39366
120050,1200500,2013,40251
120050,1200500,2014,41136
120050,1200500,2015,41751
120050,1200500,2016,42451
120050,1200500,2017,43139
120050,1200500,2018,45177
120060,1200609,2003,26834
120060,1200609,2004,29491
120060,1200609,2005,31335
120060,1200609,2006,31711
120060,1200609,2007,33883
120060,1200609,2008,33368
120060,1200609,2009,33883
120060,1200609,2010,35591
120060,1200609,2011,36186
120060,1200609,2012,36763
120060,1200609,2013,37487
120060,1200609,2014,38211
120060,1200609,2015,38819
120060,1200609,2016,39427
120060,1200609,2017,41124
120060,1200609,2018,41976
120070,1200708,2003,12357
120070,1200708,2004,13222
120070,1200708,2005,13693
120070,1200708,2006,13893
120070,1200708,2007,15179
120070,1200708,2008,14848
120070,1200708,2009,15179
120070,1200708,2010,16191
120070,1200708,2011,16369
120070,1200708,2012,16639
120070,1200708,2013,16978
120070,1200708,2014,17317
120070,1200708,2015,17618
120070,1200708,2016,17894
120070,1200708,2017,18174
120070,1200708,2018,19148
120080,1200807,2003,12116
120080,1200807,2004,11497
120080,1200807,2005,12185
120080,1200807,2006,12335
120080,1200807,2007,14682
120080,1200807,2008,14319
120080,1200807,2009,14682
120080,1200807,2010,14881
120080,1200807,2011,15212
120080,1200807,2012,15534
120080,1200807,2013,15965
120080,1200807,2014,16396
120080,1200807,2015,16757
120080,1200807,2016,17111
120080,1200807,2017,17459
120080,1200807,2018,18181
130002,1300029,2003,13278
130002,1300029,2004,13884
130002,1300029,2005,14369
130002,1300029,2006,14776
130002,1300029,2007,13566
130002,1300029,2008,13445
130002,1300029,2009,13566
130002,1300029,2010,14188
130002,1300029,2011,14237
130002,1300029,2012,14381
130002,1300029,2013,14869
130002,1300029,2014,15357
130002,1300029,2015,15545
130002,1300029,2016,15729
130002,1300029,2017,15918
130002,1300029,2018,15861
130006,1300060,2003,8111
130006,1300060,2004,8525
130006,1300060,2005,8865
130006,1300060,2006,9151
130006,1300060,2007,8828
130006,1300060,2008,8694
130006,1300060,2009,8828
130006,1300060,2010,9467
130006,1300060,2011,9633
130006,1300060,2012,9794
130006,1300060,2013,10719
130006,1300060,2014,11644
130006,1300060,2015,11847
130006,1300060,2016,11147
130006,1300060,2017,11242
130006,1300060,2018,11332
130008,1300086,2003,6729
130008,1300086,2004,6818
130008,1300086,2005,6889
130008,1300086,2006,6949
130008,1300086,2007,8673
130008,1300086,2008,8483
130008,1300086,2009,8673
130008,1300086,2010,11214
130008,1300086,2011,11494
130008,1300086,2012,11766
130008,1300086,2014,11981
130008,1300086,2015,12321
130008,1300086,2016,12653
130008,1300086,2017,12978
130008,1300086,2018,13269
130010,1300102,2003,12138
130010,1300102,2004,12423
130010,1300102,2005,12731
130010,1300102,2006,12991
130010,1300102,2007,14688
130010,1300102,2008,14386
130010,1300102,2009,14688
130010,1300102,2010,16317
130010,1300102,2011,16711
130010,1300102,2012,17172
130010,1300102,2014,18826
130010,1300102,2015,19292
130010,1300102,2016,19749
130010,1300102,2017,21196
130010,1300102,2018,21538
130014,1300144,2003,16369
130014,1300144,2004,17715
130014,1300144,2005,18791
130014,1300144,2006,19694
130014,1300144,2007,18597
130014,1300144,2008,18171
130014,1300144,2009,18597
130014,1300144,2010,18117
130014,1300144,2011,18325
130014,1300144,2012,18633
130014,1300144,2014,21258
130014,1300144,2015,21648
130014,1300144,2016,21131
130014,1300144,2017,21416
130014,1300144,2018,21583
130020,1300201,2003,11682
130020,1300201,2004,11123
130020,1300201,2005,11294
130020,1300201,2006,11523
130020,1300201,2007,14715
130020,1300201,2008,14292
130020,1300201,2009,14715
130020,1300201,2010,15153
130020,1300201,2011,15545
130020,1300201,2012,15924
130020,1300201,2013,16791
130020,1300201,2014,17658
130020,1300201,2015,18133
130020,1300201,2016,18599
130020,1300201,2017,19154
130020,1300201,2018,19438
130030,1300300,2003,26575
130030,1300300,2004,27772
130030,1300300,2005,28729
130030,1300300,2006,29534
130030,1300300,2007,31774
130030,1300300,2008,31117
130030,1300300,2009,31774
130030,1300300,2010,32135
130030,1300300,2011,32733
130030,1300300,2012,33312
130030,1300300,2014,36311
130030,1300300,2015,37133
130030,1300300,2016,37752
130030,1300300,2017,38454
130030,1300300,2018,38831
130040,1300409,2003,28252
130040,1300409,2004,31429
130040,1300409,2005,32169
130040,1300409,2006,33633
130040,1300409,2007,25411
130040,1300409,2008,25318
130040,1300409,2009,25411
130040,1300409,2010,25718
130040,1300409,2011,25835
130040,1300409,2012,25948
130040,1300409,2014,27273
130040,1300409,2015,27433
130040,1300409,2016,27589
130040,1300409,2017,27743
130040,1300409,2018,27364
130050,1300508,2003,24518
130050,1300508,2004,25545
130050,1300508,2005,26373
130050,1300508,2006,27169
130050,1300508,2007,28162
130050,1300508,2008,27664
130050,1300508,2009,28162
130050,1300508,2010,27355
130050,1300508,2011,27722
130050,1300508,2012,28177
130050,1300508,2014,31212
130050,1300508,2015,31658
130050,1300508,2016,31115
130050,1300508,2017,31542
130050,1300508,2018,31593
130060,1300607,2003,24731
130060,1300607,2004,25542
130060,1300607,2005,26191
130060,1300607,2006,26737
130060,1300607,2007,31195
130060,1300607,2008,31476
130060,1300607,2009,31195
130060,1300607,2010,33411
130060,1300607,2011,34193
130060,1300607,2012,34951
130060,1300607,2013,36742
130060,1300607,2014,38533
130060,1300607,2015,39484
130060,1300607,2016,41417
130060,1300607,2017,41329
130060,1300607,2018,42121
130063,1300631,2003,12148
130063,1300631,2004,12744
130063,1300631,2005,13221
130063,1300631,2006,13621
130063,1300631,2007,14715
130063,1300631,2008,14374
130063,1300631,2009,14715
130063,1300631,2010,15486
130063,1300631,2011,15827
130063,1300631,2012,16158
130063,1300631,2014,17755
130063,1300631,2015,18171
130063,1300631,2016,18579
130063,1300631,2017,18978
130063,1300631,2018,19258
130068,1300680,2003,11399
130068,1300680,2004,11892
130068,1300680,2005,12286
130068,1300680,2006,12617
130068,1300680,2007,13994
130068,1300680,2008,13677
130068,1300680,2009,13994
130068,1300680,2010,14979
130068,1300680,2011,15324
130068,1300680,2012,15659
130068,1300680,2014,17248
130068,1300680,2015,17668
130068,1300680,2016,18181
130068,1300680,2017,18483
130068,1300680,2018,18781
130070,1300706,2003,27561
130070,1300706,2004,27997
130070,1300706,2005,28261
130070,1300706,2006,28481
130070,1300706,2007,31221
130070,1300706,2008,31858
130070,1300706,2009,31221
130070,1300706,2010,31632
130070,1300706,2011,31916
130070,1300706,2012,31171
130070,1300706,2014,33148
130070,1300706,2015,33498
130070,1300706,2016,33841
130070,1300706,2017,34176
130070,1300706,2018,33976
130080,1300805,2003,32131
130080,1300805,2004,34118
130080,1300805,2005,35525
130080,1300805,2006,36793
130080,1300805,2007,32496
130080,1300805,2008,32161
130080,1300805,2009,32496
130080,1300805,2010,34961
130080,1300805,2011,35448
130080,1300805,2012,35919
130080,1300805,2014,38688
130080,1300805,2015,39292
130080,1300805,2016,39885
130080,1300805,2017,41464
130080,1300805,2018,41565
130083,1300839,2003,9411
130083,1300839,2004,9736
130083,1300839,2005,9996
130083,1300839,2006,11215
130083,1300839,2007,11171
130083,1300839,2008,11958
130083,1300839,2009,11171
130083,1300839,2010,11975
130083,1300839,2011,11142
130083,1300839,2012,11313
130083,1300839,2014,12214
130083,1300839,2015,12421
130083,1300839,2016,12622
130083,1300839,2017,12821
130083,1300839,2018,12877
130090,1300904,2003,11311
130090,1300904,2004,11167
130090,1300904,2005,9881
130090,1300904,2006,9723
130090,1300904,2007,11948
130090,1300904,2008,11844
130090,1300904,2009,11948
130090,1300904,2010,12738
130090,1300904,2011,12892
130090,1300904,2012,13986
130090,1300904,2013,14465
130090,1300904,2014,14944
130090,1300904,2015,15131
130090,1300904,2016,15312
130090,1300904,2017,15491
130090,1300904,2018,15451
130100,1301001,2003,24691
130100,1301001,2004,25373
130100,1301001,2005,25918
130100,1301001,2006,26377
130100,1301001,2007,26187
130100,1301001,2008,25951
130100,1301001,2009,26187
130100,1301001,2010,25774
130100,1301001,2011,25955
130100,1301001,2012,26131
130100,1301001,2013,26888
130100,1301001,2014,27645
130100,1301001,2015,27881
130100,1301001,2016,28111
130100,1301001,2017,28337
130100,1301001,2018,28176
130110,1301100,2003,26241
130110,1301100,2004,25536
130110,1301100,2005,24972
130110,1301100,2006,24499
130110,1301100,2007,32638
130110,1301100,2008,32191
130110,1301100,2009,32638
130110,1301100,2010,32734
130110,1301100,2011,33132
130110,1301100,2012,33517
130110,1301100,2014,35938
130110,1301100,2015,36435
130110,1301100,2016,36922
130110,1301100,2017,37399
130110,1301100,2018,37384
130115,1301159,2003,16992
130115,1301159,2004,16844
130115,1301159,2005,16725
130115,1301159,2006,16626
130115,1301159,2007,24714
130115,1301159,2008,24131
130115,1301159,2009,24714
130115,1301159,2010,23931
130115,1301159,2011,24441
130115,1301159,2012,24937
130115,1301159,2013,26147
130115,1301159,2014,27357
130115,1301159,2015,27981
130115,1301159,2016,28592
130115,1301159,2017,29191
130115,1301159,2018,29595
130120,1301209,2003,75851
130120,1301209,2004,81552
130120,1301209,2005,84319
130120,1301209,2006,87468
130120,1301209,2007,66991
130120,1301209,2008,67155
130120,1301209,2009,66991
130120,1301209,2010,75965
130120,1301209,2011,76646
130120,1301209,2012,77315
130120,1301209,2013,79767
130120,1301209,2014,82219
130120,1301209,2015,83178
130120,1301209,2016,83929
130120,1301209,2017,84762
130120,1301209,2018,84272
130130,1301308,2003,18753
130130,1301308,2004,19422
130130,1301308,2005,19957
130130,1301308,2006,21417
130130,1301308,2007,16291
130130,1301308,2008,16418
130130,1301308,2009,16291
130130,1301308,2010,23216
130130,1301308,2011,23643
130130,1301308,2012,24167
130130,1301308,2014,26242
130130,1301308,2015,26777
130130,1301308,2016,27313
130130,1301308,2017,27817
130130,1301308,2018,28111
130140,1301407,2003,27831
130140,1301407,2004,28739
130140,1301407,2005,29492
130140,1301407,2006,31125
130140,1301407,2007,31911
130140,1301407,2008,31473
130140,1301407,2009,31911
130140,1301407,2010,31665
130140,1301407,2011,31121
130140,1301407,2012,31364
130140,1301407,2014,33581
130140,1301407,2015,34125
130140,1301407,2016,34461
130140,1301407,2017,34888
130140,1301407,2018,34841
130150,1301506,2003,19898
130150,1301506,2004,13312
130150,1301506,2005,13548
130150,1301506,2006,13746
130150,1301506,2007,17614
130150,1301506,2008,17148
130150,1301506,2009,17614
130150,1301506,2010,16338
130150,1301506,2011,16635
130150,1301506,2012,16923
130150,1301506,2014,18422
130150,1301506,2015,18786
130150,1301506,2016,19143
130150,1301506,2017,19492
130150,1301506,2018,19668
130160,1301605,2003,36151
130160,1301605,2004,35752
130160,1301605,2005,37595
130160,1301605,2006,39144
130160,1301605,2007,18813
130160,1301605,2008,19783
130160,1301605,2009,18813
130160,1301605,2010,22817
130160,1301605,2011,23111
130160,1301605,2012,23198
130160,1301605,2014,21295
130160,1301605,2015,21742
130160,1301605,2016,21199
130160,1301605,2017,19669
130160,1301605,2018,18221
130165,1301654,2003,13751
130165,1301654,2004,11873
130165,1301654,2005,12166
130165,1301654,2006,12228
130165,1301654,2007,15131
130165,1301654,2008,14684
130165,1301654,2009,15131
130165,1301654,2010,13974
130165,1301654,2011,14188
130165,1301654,2012,14396
130165,1301654,2014,15561
130165,1301654,2015,15826
130165,1301654,2016,16185
130165,1301654,2017,16339
130165,1301654,2018,16416
130170,1301704,2003,31949
130170,1301704,2004,29957
130170,1301704,2005,29164
130170,1301704,2006,28498
130170,1301704,2007,41735
130170,1301704,2008,41127
130170,1301704,2009,41735
130170,1301704,2010,44227
130170,1301704,2011,45114
130170,1301704,2012,45954
130170,1301704,2014,51231
130170,1301704,2015,51312
130170,1301704,2016,52354
130170,1301704,2017,53383
130170,1301704,2018,54111
130180,1301803,2003,16332
130180,1301803,2004,16615
130180,1301803,2005,17258
130180,1301803,2006,17816
130180,1301803,2007,18212
130180,1301803,2008,17851
130180,1301803,2009,18212
130180,1301803,2010,22254
130180,1301803,2011,22867
130180,1301803,2012,23461
130180,1301803,2014,26118
130180,1301803,2015,26861
130180,1301803,2016,27587
130180,1301803,2017,28299
130180,1301803,2018,28933
130185,1301852,2003,36439
130185,1301852,2004,38661
130185,1301852,2005,41436
130185,1301852,2006,42812
130185,1301852,2007,33884
130185,1301852,2008,33834
130185,1301852,2009,33884
130185,1301852,2010,41781
130185,1301852,2011,41373
130185,1301852,2012,41947
130185,1301852,2013,43599
130185,1301852,2014,45251
130185,1301852,2015,45984
130185,1301852,2016,46713
130185,1301852,2017,47417
130185,1301852,2018,47571
130190,1301902,2003,76217
130190,1301902,2004,78425
130190,1301902,2005,81191
130190,1301902,2006,81674
130190,1301902,2007,89441
130190,1301902,2008,87896
130190,1301902,2009,89441
130190,1301902,2010,86839
130190,1301902,2011,87971
130190,1301902,2012,89164
130190,1301902,2013,92439
130190,1301902,2014,95714
130190,1301902,2015,97122
130190,1301902,2016,98513
130190,1301902,2017,99854
130190,1301902,2018,99955
130195,1301951,2003,8197
130195,1301951,2004,8184
130195,1301951,2005,7995
130195,1301951,2006,7919
130195,1301951,2007,8281
130195,1301951,2008,8311
130195,1301951,2009,8281
130195,1301951,2010,8138
130195,1301951,2011,8111
130195,1301951,2012,7983
130195,1301951,2013,8099
130195,1301951,2014,8215
130195,1301951,2015,8179
130195,1301951,2016,8153
130195,1301951,2017,8128
130195,1301951,2018,7888
130200,1302009,2003,7978
130200,1302009,2004,8337
130200,1302009,2005,8625
130200,1302009,2006,8866
130200,1302009,2007,9733
130200,1302009,2008,9515
130200,1302009,2009,9733
130200,1302009,2010,8211
130200,1302009,2011,8281
130200,1302009,2012,8348
130200,1302009,2013,8606
130200,1302009,2014,8864
130200,1302009,2015,8953
130200,1302009,2016,9141
130200,1302009,2017,9125
130200,1302009,2018,9164
130210,1302108,2003,11133
130210,1302108,2004,12942
130210,1302108,2005,13126
130210,1302108,2006,13196
130210,1302108,2007,4238
130210,1302108,2008,5125
130210,1302108,2009,4238
130210,1302108,2010,7326
130210,1302108,2011,7388
130210,1302108,2012,7448
130210,1302108,2014,5599
130210,1302108,2015,5125
130210,1302108,2016,4661
130210,1302108,2017,4215
130210,1302108,2018,3265
130220,1302207,2003,7158
130220,1302207,2004,7313
130220,1302207,2005,7516
130220,1302207,2006,7687
130220,1302207,2007,9275
130220,1302207,2008,9132
130220,1302207,2009,9275
130220,1302207,2010,11812
130220,1302207,2011,11126
130220,1302207,2012,11439
130220,1302207,2013,12128
130220,1302207,2014,12817
130220,1302207,2015,13198
130220,1302207,2016,13581
130220,1302207,2017,13956
130220,1302207,2018,14312
130230,1302306,2003,24844
130230,1302306,2004,26113
130230,1302306,2005,27111
130230,1302306,2006,27955
130230,1302306,2007,16791
130230,1302306,2008,17337
130230,1302306,2009,16791
130230,1302306,2010,17992
130230,1302306,2011,18145
130230,1302306,2012,18293
130230,1302306,2014,16977
130230,1302306,2015,16585
130230,1302306,2016,16211
130230,1302306,2017,15824
